1,b'vibrations and rattling with people speaking in the distance'
5,b'a rocket flies by followed by a loud explosion and fire crackling as a truck engine runs idle'
7,b'a missile launching followed by an explosion and metal screeching as a motor hums in the background '
8,b'whistling and an explosion'
9,b'a whistling and then an explosion and crackling'
11,b'a quiet machine running and a child speaking and then an adult speaks and the child laughs'
12,b'a toy train running as a young boy talks followed by plastic clanking then a child laughing'
13,b'small child speaking and a train running followed by a woman speaking and laughter'
14,b'a train chugging a child speaking and then a female speaking and laughter'
15,b'a train running on a railroad track followed by a vehicle door closing and a man talking in the distance while a train horn honks and railroad crossing warning signals ring'
17,b'clattering of a train is ongoing a railroad crossing bell rings and a train horn blows'
19,b'a train running on a railroad track followed by a vehicle door closing and a man talking while a train horn is blowing and railroad crossing signals are ringing in the distance'
26,b'a man is speaking as birds are squawking and a dog barks'
27,b'a man talks while several animals make noises in the background'
28,b'a man speaking followed by dogs barking alongside chimps screaming and birds chirping'
29,b'a man speaking as monkeys scream and dogs bark followed by birds cawing in the distance'
30,b'a large truck driving by as an emergency siren wails and truck horn honks'
31,b'a wailing siren fades a motor sputters then the siren resumes accompanied by blaring horns'
33,b'a fire truck engine runs and the siren is blowing but stops traffic is present the fire truck horn honks twice and the siren begins again'
37,b'an infant yelling as a young boy talks while a hard surface is slapped several times'
38,b'a young boy talking as a baby is yelling with several slaps on a hard surface'
39,b'a young kid speaking with a series of slapping on a hard surface as a baby is yelling'
41,b'humming of an engine followed by some honks of a horn'
42,b'a bus engine running followed by a bus horn honking'
43,b'a bus engine accelerating followed by a bus horn honking while plastic clacks'
44,b'a bus engine running followed by a vehicle horn honking'
55,b'a woman talks and a baby whispers'
56,b'a woman talking as a baby talks followed by plastic thumping'
57,b'a woman and a baby are having a conversation'
58,b'a woman speaks then a small child speaks'
59,b'a young girl talking as a woman is talking'
60,b'a man talking as a stream of water trickles in the background'
63,b'a man talking as water streams in the background'
64,b'a man talking as water streams in the background'
69,b'music plays and an adult female speaks a flush occurs and water splashes and gurgles and a young female speaks'
70,b'a woman singing then choking followed by birds chirping'
76,b'a train clicks on a track'
79,b'a cuckoo clock cooing followed by a steam engine running on railroad tracks as steam hisses and a railroad crossing signal bell rings in the distance'
80,b'a person talking which later imitates a couple of meow sounds'
81,b'a person speaks and makes meow sounds'
82,b'a man talking then meowing and hissing'
95,b'a man talking as a door slams shut followed by a door creaking'
96,b'male speech a door closing and then male speech'
97,b'a man speaking followed by a door shutting and then the man speaks some more'
99,b'male speech and then a door shutting'
100,b'whistling with wind blowing'
101,b'a whistling noise with wind blowing in the background'
102,b'the wind is blowing and a person is whistling a tune'
103,b'a person whistling as wind blows lightly into a microphone'
104,b'a person whistles with wind blowing'
115,b'scraping and speech followed by people laughing'
117,b'metal clacking followed by a man talking then a metal bang as footsteps shuffle on dirt and a group of men laugh'
125,b'birds are squawking and ducks are quacking'
126,b'ducks quacking as roosters crow and chickens cluck while water trickles'
127,b'ducks quack and water splashes with some animal screeching in the background'
128,b'several ducks quack with some distant humming'
130,b'repeated gunfire and screaming in the background'
131,b'rapid gunfire and faint screaming'
132,b'multiple gun shots woman screaming'
134,b'gunfire sounds with video game sounds'
141,b'water flowing and splashing from a faucet with a man speaking'
148,b'clinking and rustling followed by a woman speaking'
150,b'males speaking and then a clock ticks twice'
151,b'a man speaks and then two ticktocks click off'
154,b'men are communicating followed by a ticktock noise'
166,b'a muffled vehicle engine revving then running idle as cloth rustles'
176,b'spray and then a loud pop and hiss'
178,b'air spraying followed by fire igniting then audio static proceeded by pressurized air releasing before softly hissing'
179,b'air spraying followed by fire igniting then loud audio static followed by pressurized air releasing'
193,b'an infant crying with murmuring in the background'
199,b'people talk in the background and the wind is blows gently and two kids speak in the foreground'
202,b'a woman delivers a speech'
211,b'music playing as a man is speaking followed by a series of electronic beeping and meowing'
212,b'electronic beeping followed by a cat singing then meowing as paper shuffles and a man talks with music playing in the background'
213,b'a man speaks with some quick meows and digital beeps'
215,b'motorboat engine screams as it accelerates'
220,b'a man speaking followed by another man speaking with some rustling'
222,b'an adult male speaks followed by another adult male speaking'
224,b'one man speaking then another man speaking'
234,b'men speak as insects buzz'
236,b'a group of people screaming and laughing as firecrackers ignite then explode followed by a muffled explosion'
237,b'screaming and a big explosion and then screaming'
238,b'a group of people screaming followed by missiles launching and loud popping explosions then a slowed down explosion'
243,b'a man speaks followed by loud vibrations'
249,b'a man speaking followed by a series of whistling'
250,b'an adult male is speaking in a quiet environment'
253,b'an elderly man speaking'
254,b'an elderly man speaking'
263,b'a vehicle engine revving several times as a crowd of people talk'
266,b'footsteps shuffling followed by compressed air spraying then plastic camera muffling as birds chirp in the background'
268,b'footsteps shuffling followed by compressed air spraying then plastic camera muffling as birds chirp in the background'
269,b'birds tweeting followed by spraying'
270,b'several ducks quack and chirp as men speak and wind blows'
274,b'a man shouting and hollering as ducks quack and chirp while wind blows into a microphone'
277,b'the buzz of the crowd is interrupted by a child shouting followed by a police siren and a horn honking'
278,b'yelling and then siren and horn'
279,b'a child shouts and adult male speaks and an emergency vehicle siren sounds and the horn blows'
285,b'digital beeps repeating then a person speaks'
287,b'continuous digital beeps with a person speaking and bird chirping in the background'
288,b'a series of electronic beeping as a woman is talking and birds chirp in the background alongside a camera muffling'
289,b'a two-tone electronic alarm is ongoing while an adult female is speaking in the foreground and birds are chirping in the background'
290,b'a man and woman laughing followed by a man shouting then a woman laughing as a child laughs'
291,b'a child and a woman laughing followed by a woman talking then a man shouting'
293,b'a baby laughing and the female speech and male shouting'
294,b'a baby laughs while a man and a woman speaks and laughs as well'
300,b'several birds chirp with some hissing'
305,b'a man speaking as a crowd of people laugh and applaud'
306,b'an adult male speaks and then an audience laughs and claps somewhat followed by the adult male speaking again and then the audience laughing and clapping harder'
307,b'a man speaking followed by a crowd of people laughing then applauding'
309,b'a man speaks and people laugh and clap'
310,b'a small motor buzzing followed by a man speaking as a metal door closes'
312,b'a man talking as an electronic device hums followed by a door closing'
314,b'an electric motor buzzing as a man is talking followed by a door closing'
315,b'clip-clops gallop as the wind blows and thunder cracks'
316,b'a horse clip-clops in a windy rain as thunder cracks in the distance'
318,b'rain falls and distant thunder roars with nearby faint clip-clops of a horse'
320,b'electronic beeping as a man talks and water pouring in the background'
321,b'a series of electronic beeps as a man is talking while water trickles in the background'
322,b'water running softly in the background followed by several shrill beeps and a man speaking'
324,b'water pours a horn honks and a man speaks'
325,b'wind blowing followed by people speaking then a loud burst of thunder'
327,b'a man and a woman talking while rain falls followed by a crash of thunder'
328,b'a man and a woman communicates with thunder and rain in the background'
329,b'a man talking followed by another man laughing as rain falls and thunder roars in the distance'
340,b'a man speaking over an intercom as a helicopter engine runs followed by several gunshots firing'
341,b'a man speaking as a muffled helicopter engine runs over an intercom before and after several gunshots firing followed by an electronic beep then radio static'
345,b'a man talking followed by a goat baaing then a metal gate sliding while ducks quack and wind blows into a microphone'
346,b'a man talking as goats baa while wind blows into a microphone followed by another goat baaing and a metal gate sliding'
347,b'a man talking followed by a goat baaing then a metal gate sliding shut as ducks quack and wind blows into a microphone'
348,b'a man talking followed by a goat talking as a metal gate slides shut while ducks quack and wind blows into a microphone'
349,b'a man talking followed by a goat baaing then a metal gate sliding as ducks quack and wind blows into a microphone'
353,b'several motorcycle engines running and revving as a man talks in the background'
355,b'a vehicle door opening as a crow caws and birds chirp while vehicles drive by in the background'
356,b'birds chirping followed by a car door unlocking and opening'
357,b'a car door opening as a crow caws and birds chirp followed by a vehicle driving by in the background'
358,b'birds chirping and then a door unlocking and then opening'
359,b'a vehicle door opening as birds chirp and vehicles pass by in the background'
361,b'a motorboat engine operating as a crowd of people talk followed by metal creaking and a man speaking'
364,b'outdoor noise from a water vehicle as people are talking'
370,b'a man talking as a helicopter flies by'
372,b'a helicopter flying as a man talks in the background'
374,b'a helicopter is flying above while a man is talking'
381,b'people scream with a distant hum and splashing waves'
382,b'a muffled motorboat engine running as a group of people are laughing and screaming while water splashes and sprays'
383,b'several people screaming and laughing with a humming engine and splashing waves'
387,b'a crowd of people applauding'
389,b'a crowd applauds'
390,b'a series of computer mouse clicks followed by a kid crying'
392,b'some light tapping on a computer keyboard and a baby crying'
395,b'a series of electronic beeps followed by static'
397,b'a bleeping noise followed by a static noise'
399,b'a mechanical beeping tone followed by static then the return of the beeping'
402,b'static sounds are vibrating along with snoring'
405,b'water pouring down a drain with a series of metal clangs followed by a metal chain rattling'
414,b'water moving with male voices soft in the background'
416,b'plastic thumping as a man laughs and a kid talk in the distance as wind blows into a microphone and water is splashing'
417,b'water is splashing and a man laughs'
